Genus,Species,Synonyms,Extant,Plesiadapiform,Plesiadapiform Reference,First Appearance (mya),Last Appearance (mya),Period Reference,Body Size (g),Body Size Reference,m1 Length,m1 Width,M1 Length,M1 Width,m2 Length,m2 Width,M2 Length,M2 Width,m3 Length,m3 Width,M3 Length,M3 Width,p4 Length,p4 Width,P4 Length,P4 Width,Measurement References,New World
Propliopithecus,ankeli,,no,,,33.9,28.4,Fossilworks,5700,Fleagle 1999,,,,,,,,,,,,,,,,,,
Propliopithecus,chirobates,,no,,,33.9,28.4,Fossilworks,4200,Fleagle 1999,,,,,,,,,,,,,,,,,,
Propliopithecus,haeckeli,,no,,,33.9,28.4,Fossilworks,4000,Fleagle 1999,,,,,,,,,,,,,,,,,,
Propliopithecus,markgrafi,,no,,,,,,4000,Fleagle 1999,,,,,,,,,,,,,,,,,,
Proteopithecus,sylviae,,no,,,33.9,28.4,Fossilworks,500,Fleagle 1999,,,,,,,,,,,,,,,,,,
Protoadapis,angustidens,,no,,,56,38,Fleagle 1999,,,,,,,,,,,,,,,,,,,,
Protoadapis,crassicuspidens,,no,,,,,,,,,,,,,,,,,,,,,,,,,
Protoadapis,curvicuspidens,,no,,,56,38,Fleagle 1999,2500,Fleagle 1999,,,,,,,,,,,,,,,,,,
Protoadapis,filholi,,no,,,,,,870,Fleagle 1999,,,,,,,,,,,,,,,,,,
Protoadapis,ignoratus,,no,,,56,38,Fleagle 1999,1860,Fleagle 1999,,,,,,,,,,,,,,,,,,
Protoadapis,lemoinei,,no,,,,,,,,,,,,,,,,,,,,,,,,,
Protoadapis,louisi,,no,,,,,,1100,Fleagle 1999,,,,,,,,,,,,,,,,,,
Protoadapis,muechelnensis,,no,,,56,38,Fleagle 1999,1800,Fleagle 1999,,,,,,,,,,,,,,,,,,
Protoadapis,recticuspidens,,no,,,56,38,Fleagle 1999,1600,Fleagle 1999,,,,,,,,,,,,,,,,,,
Protoadapis,russelli,,no,,,,,,700,Fleagle 1999,,,,,,,,,,,,,,,,,,
Protoadapis,ulmensis,,no,,,,,,1400,Fleagle 1999,,,,,,,,,,,,,,,,,,
Protoadapis,weigelti,,no,,,,,,3000,Fleagle 1999,,,,,,,,,,,,,,,,,,
Protopithecus,bonaeriensis,,no,,,,,,,,,,,,,,,,,,,,,,,,,
Protopithecus,brasiliensis,,no,,,0.126,0.012,Fossilworks,23500,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Pseudoloris,crusafonti,,no,,,40.4,37.2,Fossilworks,75,Fleagle 1999,,,,,,,,,,,,,,,,,,
Pseudoloris,cuestai,,no,,,48.6,33.9,Fossilworks,,,,,,,,,,,,,,,,,,,,
Pseudoloris,godinoti,,no,,,33.9,28.4,Fossilworks,,,,,,,,,,,,,,,,,,,,
Pseudoloris,isabenae,,no,,,48.6,40.4,Fossilworks,50,Fleagle 1999,,,,,,,,,,,,,,,,,,
Pseudoloris,parvulus,,no,,,37.2,33.9,Fossilworks,45,Fleagle 1999,,,,,,,,,,,,,,,,,,
Pseudoloris,pyrenaicus,,no,,,48.6,37.2,Fossilworks,,,,,,,,,,,,,,,,,,,,
Pseudoloris,reguanti,,no,,,37.2,33.9,Fossilworks,120,Fleagle 1999,,,,,,,,,,,,,,,,,,
Pseudoloris,saalae,,no,,,,,,60,Fleagle 1999,,,,,,,,,,,,,,,,,,
Pulverflumen,magnificum,,no,yes,Fleagle 1999,55.8,50.3,Fossilworks,619,Fleagle 1999,,,,,,,,,,,,,,,,,,
Purgatorius,ceratops,,no,,,66,63,Wikipedia,,,,,,,,,,,,,,,,,,,,
Purgatorius,coracis,,no,,,66.043,63.3,Fossilworks,,,,,,,,,,,,,,,,,,,,
Purgatorius,janisae,,no,yes,Fleagle 1999,66.043,63.3,Fossilworks,,,,,,,,,,,,,,,,,,,,
Purgatorius,titusi,,no,yes,Fleagle 1999,66.043,63.3,Fossilworks,62,Fleagle 1999,,,,,,,,,,,,,,,,,,
Purgatorius,unio,,no,yes,Fleagle 1999,66.043,63.3,Fossilworks,130.18,estimate,1.5,2.1,,,,,,,,,,,,,,,Van Valen 1994,
Qatrania,basiodontos,,no,,,33.9,28.4,Fossilworks,,,,,,,,,,,,,,,,,,,,
Qatrania,fleaglei,,no,,,33.9,28.4,Fossilworks,600,Fleagle 1999,,,,,,,,,,,,,,,,,,
Qatrania,wingi,,no,,,33.9,28.4,Fossilworks,300,Fleagle 1999,,,,,,,,,,,,,,,,,,
Rangwapithecus,gordoni,,no,,,23.03,15.97,Fleagle 1999,15000,Fleagle 1999,,,,,,,,,,,,,,,,,,
Rencunius,zhoui,,no,,,37.2,33.9,Fossilworks,700,Fleagle 1999,,,,,,,,,,,,,,,,,,
Rhinocolobus,turkanensis,,no,,,2.5,1.5,Fleagle 1999,21000,Fleagle 1999,,,,,,,,,,,,,,,,,,
Rhinopithecus,lantainensis,,no,,,,,,15000,Fleagle 1999,,,,,,,,,,,,,,,,,,
Rooneyia,viejaensis,,no,,,40.4,37.2,Fossilworks,1475,Fleagle 1999,,,,,,,,,,,,,,,,,,
Saadanius,hijazensis,,no,,,33.9,23.03,Fossilworks,,,,,,,,,,,,,,,,,,,,
Saharagalago,misrensis,,no,,,37.2,33.9,Fossilworks,,,,,,,,,,,,,,,,,,,,
Sahelanthropus,tchadensis,,no,,,7.246,5.332,Fossilworks,,,,,,,,,,,,,,,,,,,,
Samburupithecus,kiptalami,,no,,,11.608,5.332,Fossilworks,60000,Fleagle 1999,,,,,,,,,,,,,,,,,,
Sarnacius,gingerichi,,no,,,58.7,55.8,Fossilworks,,,,,,,,,,,,,,,,,,,,
Saxonella,crepaturae,,no,yes,Fleagle 1999,61.7,58.7,Fossilworks,88,Fleagle 1999,,,,,,,,,,,,,,,,,,
Saxonella,naylori,,no,yes,Fleagle 1999,61.7,56.8,Fossilworks,112.575,estimate,1.4,1.7,2.3,1.7,,,,,,,,,1.4,1.45,2.35,1.5,Alroy 2000 Fox 1991,
Semnopithecus,sivalensis,,no,,,,,,8000,Fleagle 1999,,,,,,,,,,,,,,,,,,
Serapia,eocaena,,no,,,33.9,28.4,Fossilworks,1000,Fleagle 1999,,,,,,,,,,,,,,,,,,
Shizarodon,dhofarensis,,no,,,33.9,28.4,Fossilworks,200,Fleagle 1999,,,,,,,,,,,,,,,,,,
Shoshonius,bowni,,no,,,50.3,46.2,Fossilworks,239.572,estimate,1.75,2.25,3,2.17,,,3.37,2.05,,,2.87,1.9,,,,,Honey 1990,
Shoshonius,cooperi,,no,,,50.3,46.2,Fossilworks,170.896,estimate,1.657,2.05,2.725,1.925,,,3.125,1.675,,,2.673,1.75,,,,,Szalay 1976,
Siamopithecus,eocaenus,,no,,,37.2,33.9,Fossilworks,6800,Fleagle 1999,,,,,,,,,,,,,,,,,,
Simiolus,enjiesi,,no,,,20.43,15.97,Fossilworks,7000,Fleagle 1999,,,,,,,,,,,,,,,,,,
Simiolus,leakeyorum,,no,,,23.02,11.608,Fleagle 1999,,,,,,,,,,,,,,,,,,,,
Simpsonlemur,citatus,,no,yes,Fleagle 1999,55.8,50.3,Fossilworks,171,Fleagle 1999,,,,,,,,,,,,,,,,,,
Simpsonlemur,jepseni,,no,,,55.8,50.3,Fossilworks,,,,,,,,,,,,,,,,,,,,
Sinoadapis,carnosus,,no,,,8.7,5.332,Fossilworks,,,,,,,,,,,,,,,,,,,,
Sivaladapis,nagrii,,no,,,11.608,5.332,Fleagle 1999,2700,Fleagle 1999,,,,,,,,,,,,,,,,,,
Sivaladapis,palaeindicus,,no,,,13.65,11.1,Fossilworks,4450,Fleagle 1999,,,,,,,,,,,,,,,,,,
Sivapithecus,indicus,,no,,,11.608,11.1,Fossilworks,75000,Fleagle 1999,,,,,,,,,,,,,,,,,,
Sivapithecus,meteai,,no,,,,,,82000,Fleagle 1999,,,,,,,,,,,,,,,,,,
Sivapithecus,parvada,,no,,,,,,90000,Fleagle 1999,,,,,,,,,,,,,,,,,,
Sivapithecus,punjabicus,,no,,,15.97,11.608,Fossilworks,40000,Fleagle 1999,,,,,,,,,,,,,,,,,,
Sivapithecus,sivalensis,,no,,,13.65,11.1,Fossilworks,,,,,,,,,,,,,,,,,,,,
Smilodectes,gingerichi,,no,,,,,,,,,,,,,,,,,,,,,,,,,
Smilodectes,mcgrewi,,no,,,50.3,46.2,Fossilworks,2765.392,estimate,3.7,4.8,5.7,4.7,4.1,5,6.3,4.9,3.9,6,5.3,4.2,3.3,4,5.1,3.7,Gingerich 1979 Gunnell 1995 Gunnell 1998 McGrew and Sullivan 1971,
Smilodectes,sororis,,no,,,50.3,46.2,Fossilworks,1897.546,estimate,3.52,4.47,,,,,,,,,,,,,,,Gunnell 2002,
Solimoea,acrensis,,no,,,11.608,7.246,Fossilworks,,,,,,,,,,,,,,,,,,,,
Soriacebus,adrianae,,no,,,23.03,15.97,Fossilworks,600,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Soriacebus,ameghinorum,,no,,,23.03,15.97,Fossilworks,2000,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Sphacorhysis,burntforkensis,,no,,,50.3,46.2,Fossilworks,110.19,estimate,1.5,1.9,,,,,,,,,,,,,,,Gunnell 1995,
Steinius,annectens,,no,,,55.8,50.3,Fossilworks,505.864,estimate,2.25,2.9,,,2.45,2.8,,,,,,,1.95,2.6,,,Bown and Rose 1991,
Steinius,vespertinus,,no,,,55.8,50.3,Fossilworks,262.472,estimate,1.9,2.45,3.22,2.18,1.89,2.24,3.55,2,,,,,,,2.833,2,Bown and Rose 1984 Bown and Rose 1987 Bown and Rose 1991,
Stirtonia,tatacoensis,,no,,,,,,9708.088,estimate,,5.8,,,,6.5,,,,,,,,,,,Stirton 1951,yes
Stirtonia,victoriae,,no,,,13.8,11.8,Fossilworks,10000,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Stockia,powayensis,,no,,,46.2,40.4,Fossilworks,368.21,estimate,2.1,2.8,,,,,,,,,,,,,,,Gazin 1958 Lillegraven 1980,
Strigorhysis,bridgerensis,,no,,,50.3,46.2,Fossilworks,372.122,estimate,1.95,2.233,3.4,2.3,2.35,2.55,4,2.1,,,,,2.25,2.2,3,2.4,Bown and Rose 1987,
Strigorhysis,huerfanensis,,no,,,50.3,46.2,Fossilworks,409.786,estimate,2.2,2.85,,,,,,,,,,,,,,,Bown and Rose 1987,
Strigorhysis,rugosus,,no,,,50.3,46.2,Fossilworks,320,Fleagle 1999,,,,,,,,,,,,,,,,,,
Subengius,mengi,,no,,,58.7,55.8,Fossilworks,,,,,,,,,,,,,,,,,,,,
Sulaimania,arifi,,no,,,55.8,48.6,Fossilworks,,,,,,,,,,,,,,,,,,,,
Talahpithecus,parvus,,no,,,37.2,28.4,Fossilworks,,,,,,,,,,,,,,,,,,,,
Tarka,stylifera,,no,,,46.2,40.4,Fossilworks,6902.839,estimate,5.6,6.1,,,,,,,,,,,,,,,McKenna 1990,
Tarkadectes,montanensis,,no,,,33.9,28.1,Bown et al. 1990,931.85,estimate,,3,,,,3.05,,,,,,,2.6,2.4,,,Bown et al. 1990,
Tarkops,mckennai,,no,,,48.6,37.2,Fossilworks,,,,,,,,,,,,,,,,,,,,
Tarsius,eocaenus,,no,,,48.6,37.2,Fossilworks,50,Fleagle 1999,,,,,,,,,,,,,,,,,,
Tarsius,sirindhornae,,no,,,15.97,11.608,Chaimanee et al. 2010,,,,,,,,,,,,,,,,,,,,
Tarsius,thailandica,,no,,,15.97,11.608,Ginsburg and Mein 1987,,,,,,,,,,,,,,,,,,,,
Tatmanius,szalayi,,no,,,55.8,50.3,Fossilworks,135.273,estimate,1.6,1.9,,,,,,,,,,,1.35,1.5,,,Bown and Rose 1991,
Teilhardina,americana,,no,,,55.8,50.3,Fossilworks,157.426,estimate,1.61,1.96,2.925,1.892,1.68,1.91,3.086,1.8,,,,,1.39,1.6,2.35,1.575,Bown and Rose 1987,
Teilhardina,asiatica,,no,,,55.8,48.6,Fossilworks,,,,,,,,,,,,,,,,,,,,
Teilhardina,belgica,,no,,,55.8,48.6,Fossilworks,90,Fleagle 1999,,,,,,,,,,,,,,,,,,
Teilhardina,brandti,,no,,,55.8,50.3,Fossilworks,139.105,estimate,,,,,1.58,1.87,,,,,,,,,,,Gingerich 1993,
Teilhardina,crassidens,,no,,,55.8,50.3,Fossilworks,138.049,estimate,1.64,1.84,2.63,1.72,1.69,1.79,2.867,1.633,,,,,1.48,1.54,2.388,1.55,Bown and Rose 1987,
Teilhardina,demissa,,no,,,55.8,50.3,Fossilworks,110.19,estimate,1.5,1.9,,,,,,,,,,,,,,,Rose 1995,
Teilhardina,gingerichi,,no,,,55.8,48.6,Fossilworks,,,,,,,,,,,,,,,,,,,,
Teilhardina,magnoliana,,no,,,55.8,50.3,Fossilworks,,,,,,,,,,,,,,,,,,,,
Teilhardina,tenuicula,,no,,,55.8,50.3,Fossilworks,104.856,estimate,1.45,1.7,2.4,1.7,,,2.85,1.65,,,,,1.3,1.4,2,1.4,Bown and Rose 1987 Szalay 1976,
Tetonius,ambiguus,pseudotetonius,no,,,55.8,50.3,Fossilworks,282.692,estimate,2.03,2.18,3.26,2.12,2.05,2.09,3.48,1.92,,,,,2.02,2.08,3.036,1.979,Bown and Rose 1987 Bown and Rose 1991,
Tetonius,homunculus,paratetonius,no,,,,,,321.035,estimate,,,3.575,2.2,,,3.8,2,,,,,,,3.1,2,Bown and Rose 1987,
Tetonius,matthewi,paratetonius,no,,,55.8,50.3,Fossilworks,259.593,estimate,2.1,2.27,,,,,,,,,,,,,,,Bown and Rose 1987,
Tetonius,mckennai,paratetonius,no,,,55.8,50.3,Fossilworks,146.282,estimate,1.64,2.06,,,,,,,,,,,,,,,Bown and Rose 1987,
Theropithecus,delsoni,,no,,,,,,,,,,,,,,,,,,,,,,,,,
Theropithecus,oswaldi,,no,,,0.126,1.806,Fossilworks,96000,Fleagle 1999,,,,,,,,,,,,,,,,,,
Tinimomys,graybulliensis,,no,yes,Fleagle 1999,55.8,50.3,Fossilworks,38.967,estimate,0.99,1.13,1.69,1.06,1.39,1.02,1.66,1.01,,,,,1.18,1.37,1.67,1.34,Beard and Houde 1989 Bown and Rose 1976 Robinson 1994 Rose and Bown 1982,
Tinimomys,loomisi,,no,yes,Fleagle 1999,55.8,50.3,Fossilworks,22.372,estimate,0.96,1.14,,,,,,,,,,,,,,,Robinson 1994,
Tinimomys,tribos,,no,,,56.8,55.8,Fossilworks,,,,,,,,,,,,,,,,,,,,
Toliapina,lawsoni,,no,,,55.8,48.6,Fossilworks,,,,,,,,,,,,,,,,,,,,
Toliapina,vinealis,,no,,,,,,,,,,,,,,,,,,,,,,,,,
Torrejonia,sirokyi,,no,,,61.7,56.8,Fossilworks,679.156,estimate,2.81,3.72,,,,,,,,,,,,,1.9,3.3,Gazin 1969 Gunnell 1989 Szalay 1973,
Torrejonia,wilsoni,,no,,,63.3,61.7,Fossilworks,811.61,estimate,2.7,3.5,,,,,,,,,,,,,,,Gazin 1968 Wood et al. 1979,
Tremacebus,harringtoni,,no,,,,,,1800,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Trogolemur,amplior,,no,,,50.3,46.2,Fossilworks,160.361,estimate,1.7,2.1,,,,,,,,,,,,,,,Alroy 2000 Gunnell 1995,
Trogolemur,fragilis,,no,,,50.3,46.2,Fossilworks,,,,,,,,,,,,,,,,,,,,
Trogolemur,myodes,,no,,,50.3,40.4,Fossilworks,93.686,estimate,1.4,1.74,2.3,1.64,1.47,1.69,2.47,1.55,,,,,1.28,1.35,2,1.3,Bown and Rose 1991 Emry 1990 Gunnell 1995,
Turkanapithecus,kalakolensis,,no,,,20.43,13.65,Fossilworks,10000,Fleagle 1999,,,,,,,,,,,,,,,,,,
Udabnopithecus,garedziensis,,no,,,8.7,7.75,Fossilworks,,,,,,,,,,,,,,,,,,,,
Uintanius,ameghini,,no,,,50.3,46.2,Fossilworks,120.018,estimate,1.5,2,,,,,,,,,,,,,,,Gazin 1958 Gunnell 1995,
Uintanius,rutherfurdi,,no,,,50.3,46.2,Fossilworks,133.642,estimate,1.6,2,,,,,,,,,,,,,,,Gunnell 1995,
Uintasorex,montezumicus,,no,,,46.2,40.4,Fossilworks,7.206,estimate,0.63,0.88,,,,,,,,,,,,,,,Kelly and Whistler 1994,
Uintasorex,parvulus,,no,yes,Fleagle 1999,50.3,40.4,Fossilworks,14.769,estimate,0.9,1.1,1.16,1.01,,,1.16,0.97,,,0.9,0.81,,,,,Bown 1982 Gazin 1958 Robinson 1968 Szalay 1969,
Ultrapithecus,rusticulus,,no,,,,,,,,,,,,,,,,,,,,,,,,,
Ultrapithecus,rutilans,,no,,,,,,,,,,,,,,,,,,,,,,,,,
Ursolestes,perpetior,,no,,,66.043,63.3,Fossilworks,,,,,,,,,,,,,,,,,,,,
Utahia,carina,,no,,,50.3,46.2,Fossilworks,51.623,estimate,1.01,1.79,,,,,,,,,,,,,,,Muldoon and Gunnell 2002,
Utahia,kayi,,no,,,50.3,46.2,Fossilworks,100.085,estimate,1.47,1.83,,,,,,,,,,,,,,,Szalay 1976,
Vastanomys,gracilis,,no,,,55.8,48.6,Fossilworks,,,,,,,,,,,,,,,,,,,,
Vastanomys,major,,no,,,55.8,48.6,Fossilworks,,,,,,,,,,,,,,,,,,,,
Victoriapithecus,macinnesi,,no,,,23,13.65,Fleagle 1999,7000,Fleagle 1999,,,,,,,,,,,,,,,,,,
Wadilemur,elegans,,no,,,33.9,28.4,Fossilworks,,,,,,,,,,,,,,,,,,,,
Wailekia,orientale,,no,,,,,,2000,Fleagle 1999,,,,,,,,,,,,,,,,,,
Washakius,insignis,hemiacodon pygmaeus:shoshonius laurae:washakius laurae,no,,,50.3,46.2,Fossilworks,316.337,estimate,1.8,2.4,3,2.3,1.96,2.49,3.4,2.2,1.93,3.25,3.1,2,,,,,Alroy 2000 Covert and Williams 1991 Eaton 1982 Gazin 1958 Gunnell 1995 Gunnell et al. 1992 McGrew and Sullivan 1971 Muldoon and Gunnell 2002 Szalay 1976 West 1973,
Washakius,izetti,,no,,,50.3,46.2,Fossilworks,160.337,estimate,1.58,2.08,2.67,1.9,,,3.01,1.85,,,2.57,1.52,,,,,Honey 1990 Muldoon and Gunnell 2002,
Washakius,laurae,,no,,,,,,,,,,,,,,,,,,,,,,,,,
Washakius,woodringi,,no,,,46.2,40.4,Fossilworks,127.876,estimate,1.59,1.96,,,,,,,,,,,,,,,Lillegraven 1980,
Wyomomys,bridgeri,,no,,,50.3,46.2,Fossilworks,320,Fleagle 1999,,,,,,,,,,,,,,,,,,
Xanthorhysis,tabrumi,,no,,,47.8,38,Beard 1998,75,Fleagle 1999,,,,,,,,,,,,,,,,,,
Xenothrix,mcgregori,,no,,,,,,,,,,,,,,,,,,,,,,,,,
Yaquius,travisi,,no,,,46.2,40.4,Fossilworks,2020.782,estimate,3.8,4.3,,,,,,,,,,,,,,,Mason 1990,
Zanycteris,paleocenus,,no,yes,Fleagle 1999,61.7,56.8,Fossilworks,,,,,,,,,,,,,,,,,,,,
Allenopithecus,nigroviridis,,yes,,,,,,4655,Fleagle 1999,,,,,,,,,,,,,,,,,,
Allocebus,trichotis,,yes,,,,,,88,Fleagle 1999,,,,,,,,,,,,,,,,,,
Alouatta,belzebul,,yes,,,,,,6395,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Alouatta,caraya,,yes,,,,,,537.5,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Alouatta,fusca,guariba,yes,,,,,,5540,Fleagle 1999,,,,,,,,,,,,,,,,,,
Alouatta,palliata,,yes,,,,,,6250,Fleagle 1999,6.95,5.35,7,7.7,7.55,5.75,7.25,7.9,7.7,5.85,5.4,7.5,4.95,5.9,4.7,7.45,Swindler 2002,yes
Alouatta,pigra,,yes,,,,,,8915,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Alouatta,seniculus,,yes,,,,,,6250,Fleagle 1999/extant_mass.csv,7.4,5.25,7.3,7.65,7.8,5.7,7.75,8.1,8.6,5.8,6.05,7.4,5.4,5.45,5,7.15,Swindler 2002,yes
Alouatta,ululata,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Alouatta ,arctoidea,,yes,,,,,,6250,extant_mass.csv,,,,,,,,,,,,,,,,,,
Alouatta ,discolor,,yes,,,,,,6400,extant_mass.csv,,,,,,,,,,,,,,,,,,
Alouatta ,nigerrima,,yes,,,,,,6450,extant_mass.csv,,,,,,,,,,,,,,,,,,
Alouatta ,sara,,yes,,,,,,7500,extant_mass.csv,,,,,,,,,,,,,,,,,,
Aotus,azarae,,yes,,,,,,1205,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Aotus,griseimembra,,yes,,,,,,900,extant_mass.csv,,,,,,,,,,,,,,,,,,yes
Aotus,infulatus,,yes,,,,,,1215,Fleagle 1999,,,,,,,,,,,,,,,,,,
Aotus,lemurinus,brumbacki,yes,,,,,,896,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Aotus,miconax,,yes,,,,,,,,,,,,,,,,,,,,,,,,,yes
Aotus,nancymaae,,yes,,,,,,787,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Aotus,nigriceps,,yes,,,,,,957.5,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Aotus,trivirgatus,,yes,,,,,,774.5,Fleagle 1999,3.3,2.9,3.85,4.4,3.25,2.95,3.55,4.5,3,2.65,2.75,3.6,2.45,2.7,3,3.95,Swindler 2002,yes
Aotus,vociferans,,yes,,,,,,703,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Arctocebus,aureus,,yes,,,,,,210,Fleagle 1999,,,,,,,,,,,,,,,,,,
Arctocebus,calabarensis,,yes,,,,,,309,Fleagle 1999,,,,,,,,,,,,,,,,,,
Ateles,belzebuth,,yes,,,,,,7935,Fleagle 1999/extant_mass.csv,,,,,,,,,,,,,,,,,,yes
Ateles,fusciceps,,yes,,,,,,9025,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Ateles,geoffroyi,,yes,,,,,,7535,Fleagle 1999,5.25,5.05,5.1,5.6,5.1,5.15,4.85,5.7,4.85,4.65,3.95,5.3,3.65,4.6,3.55,5.7,Swindler 2002,yes
Ateles,hybridus,,yes,,,,,,9000,extant_mass.csv,,,,,,,,,,,,,,,,,,
Ateles,paniscus,,yes,,,,,,8775,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Ateles,rufiventris,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Ateles ,chamek,,yes,,,,,,6000,extant_mass.csv,,,,,,,,,,,,,,,,,,
Avahi,laniger,,yes,,,,,,1175,Fleagle 1999,,,,,,,,,,,,,,,,,,
Avahi,occidentalis,,yes,,,,,,795.5,Fleagle 1999,,,,,,,,,,,,,,,,,,
Avahi ,betsileo,,yes,,,,,,1100,extant_mass.csv,,,,,,,,,,,,,,,,,,
Avahi ,cleesei,,yes,,,,,,905,extant_mass.csv,,,,,,,,,,,,,,,,,,
Avahi ,meridionalis,,yes,,,,,,1050,extant_mass.csv,,,,,,,,,,,,,,,,,,
Avahi ,mooreorum,,yes,,,,,,920,extant_mass.csv,,,,,,,,,,,,,,,,,,
Avahi ,peyrierasi,,yes,,,,,,1050,extant_mass.csv,,,,,,,,,,,,,,,,,,
Avahi ,ramanantsoavanai,,yes,,,,,,950,extant_mass.csv,,,,,,,,,,,,,,,,,,
Avahi ,unicolor,,yes,,,,,,875,extant_mass.csv,,,,,,,,,,,,,,,,,,
Bahinia,pondaungensis,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Brachyteles,arachnoides,,yes,,,,,,8840,Fleagle 1999,7.2,5.4,6.9,7.8,7.1,5.5,6.4,7.6,6.2,5.5,5.4,6.4,4.4,5.3,4.7,5.5,Swindler 2002,yes
Brachyteles ,hypoxanthus,,yes,,,,,,8250,extant_mass.csv,,,,,,,,,,,,,,,,,,
Cacajao,calvus,,yes,,,5,0,Boubli and Ditchfield,3165,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Cacajao,melanocephalus,,yes,,,5,0,Boubli and Ditchfield,2935,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Cacajao,ouakary,,yes,,,,,,2350,extant_mass.csv,,,,,,,,,,,,,,,,,,
Callibella ,humilis,mico humilis,yes,,,,,,167.5,extant_mass.csv,,,,,,,,,,,,,,,,,,
Callicebus,berhardi,,yes,,,,,,950,extant_mass.csv,,,,,,,,,,,,,,,,,,
Callicebus,brunneus,,yes,,,,,,829.5,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Callicebus,caligatus,,yes,,,,,,880,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Callicebus,cupreus,,yes,,,,,,1120,Fleagle 1999/extant_mass.csv,,,,,,,,,,,,,,,,,,yes
Callicebus,donacophilus,,yes,,,,,,950,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Callicebus,hoffmanni,,yes,,,,,,1060,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Callicebus,modestus,,yes,,,,,,800,extant_mass.csv,,,,,,,,,,,,,,,,,,yes
Callicebus,moloch,,yes,,,,,,988,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Callicebus,oenanthe,,yes,,,,,,800,extant_mass.csv,,,,,,,,,,,,,,,,,,yes
Callicebus,olallae,,yes,,,,,,800,extant_mass.csv,,,,,,,,,,,,,,,,,,yes
Callicebus,personatus,,yes,,,,,,1350,Fleagle 1999/extant_mass.csv,,,,,,,,,,,,,,,,,,yes
Callicebus,torquatus,,yes,,,,,,1245,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Callicebus ,aureipalatii,,yes,,,,,,950,extant_mass.csv,,,,,,,,,,,,,,,,,,
Callicebus ,baptista,,yes,,,,,,1165,extant_mass.csv,,,,,,,,,,,,,,,,,,
Callicebus ,caquetensis,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Callicebus ,cinerascens,,yes,,,,,,845,extant_mass.csv,,,,,,,,,,,,,,,,,,
Callicebus ,coimbrai,,yes,,,,,,1165,extant_mass.csv,,,,,,,,,,,,,,,,,,
Callicebus ,discolor,,yes,,,,,,965,extant_mass.csv,,,,,,,,,,,,,,,,,,
Callicebus ,donacophilus,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Callicebus ,dubius,,yes,,,,,,800,extant_mass.csv,,,,,,,,,,,,,,,,,,
Callicebus ,lucifer,,yes,,,,,,1500,extant_mass.csv,,,,,,,,,,,,,,,,,,
Callicebus ,lugens,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Callicebus ,medemi,,yes,,,,,,1280,extant_mass.csv,,,,,,,,,,,,,,,,,,
Callicebus ,pallescens,,yes,,,,,,800,extant_mass.csv,,,,,,,,,,,,,,,,,,
Callicebus ,purinus,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Callicebus ,regulus,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Callicebus ,stephennashi,,yes,,,,,,780,extant_mass.csv,,,,,,,,,,,,,,,,,,
Callimico,goeldii,,yes,,,0.012,0,Fossilworks,483.5,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Callithrix,argentata,,yes,,,,,,346.5,Fleagle 1999,,,,,,,,,,,,,,,,,,
Callithrix,aurita,,yes,,,,,,429,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Callithrix,chrysoleuca,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Callithrix,emiliae,,yes,,,,,,321.5,Fleagle 1999,,,,,,,,,,,,,,,,,,
Callithrix,flaviceps,,yes,,,,,,406,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Callithrix,geoffroyi,,yes,,,,,,359,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
